x,y,doc_top_reduced_20,doc_top_reduced_19,doc_top_reduced_18,doc_top_reduced_17,doc_top_reduced_16,doc_top_reduced_15,doc_top_reduced_14,doc_top_reduced_13,doc_top_reduced_12,doc_top_reduced_11,doc_top_reduced_10,doc_top_reduced_9,doc_top_reduced_8,doc_top_reduced_7,doc_top_reduced_6,doc_top_reduced_5,doc_top_reduced_4,doc_top_reduced_3,doc_top_reduced_2
9.50991,-2.226716,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.460859,-1.1128731,1,1,1,2,2,3,4,4,6,5,0,0,0,3,3,0,0,0,0
5.230921,7.0906463,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
10.669732,-1.1512433,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.1730866,7.204411,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.7839365,6.99368,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
6.1766076,3.1603608,10,10,12,12,12,11,11,11,11,2,2,2,2,3,3,3,3,2,0
8.310804,6.051642,16,15,16,15,14,6,8,8,8,8,7,5,5,5,5,2,2,2,0
10.680388,-1.1584643,10,10,12,12,12,11,11,11,11,5,2,5,5,5,5,0,0,0,0
5.500732,3.001451,10,10,12,12,12,11,11,11,11,0,2,2,2,3,3,3,3,0,0
5.5803037,2.5814588,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.3425674,2.8740096,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.106397,2.4239736,10,10,12,12,12,11,11,11,11,4,3,3,3,2,2,2,2,2,0
7.1434345,1.2138188,8,9,11,11,10,10,10,10,10,9,8,7,7,2,2,2,2,2,0
3.9439342,5.8086376,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
14.3231735,-1.2501704,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.0102477,3.115452,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.937948,3.1104302,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.191937,2.9888835,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.87095,3.1755009,10,10,12,12,12,11,11,11,11,0,0,0,0,0,2,0,0,0,0
5.9110703,3.1149764,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.0391135,3.1429214,10,10,12,12,12,11,11,11,11,0,8,7,7,0,0,0,0,0,0
6.025648,3.1592908,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.1796174,2.9761517,10,10,12,12,12,11,11,11,11,6,5,6,6,6,0,0,0,0,0
6.0595846,3.15305,10,10,12,12,12,11,11,11,11,9,8,7,7,0,3,0,0,0,0
6.057328,3.1349888,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,2,2,0
5.8792596,3.1780672,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.985537,3.1157424,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.9982996,3.1374757,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.929362,3.1341608,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.0402184,3.0310876,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,0,0,0
5.936473,3.1256227,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.093783,3.0776072,10,10,12,12,12,11,11,11,11,4,3,3,3,2,2,2,2,2,0
6.03629,3.1085339,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,2,2,0
10.624304,-1.1067082,10,10,12,12,12,11,11,11,11,8,7,5,5,5,5,0,0,0,1
6.0326443,3.1461542,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.042573,3.1817172,10,10,12,12,12,11,11,11,11,0,0,0,0,0,2,2,2,2,0
6.0368676,3.0563738,10,10,12,12,12,11,11,11,11,0,4,4,4,4,4,4,0,0,0
6.002618,3.094757,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.2133436,2.8518136,10,10,12,12,12,11,11,11,11,4,3,3,3,2,2,2,2,2,0
6.084505,3.024805,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,2,2,0
5.950159,3.1036465,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.0603604,3.0615828,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.044899,3.1536794,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.0258207,3.1444092,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.000556,2.9567091,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.060497,3.1810966,10,10,12,12,12,11,11,11,11,6,5,6,6,6,0,0,0,0,0
6.300556,2.8509924,5,5,4,5,4,11,11,11,11,4,3,3,3,2,2,2,2,2,0
5.9731216,3.1142213,10,10,12,12,12,11,11,11,11,4,3,3,3,2,2,2,2,2,0
6.069448,3.1499584,10,10,12,12,12,11,11,11,11,0,3,3,3,2,2,2,2,2,0
5.9935603,3.0445936,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,2,0
6.7489367,-2.962019,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
15.243422,3.7181437,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
15.232111,3.7480052,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.560756,-2.1400235,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
5.935496,5.864257,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
13.794144,-1.5390393,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
12.961311,3.4052224,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.670045,3.270475,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
10.4249,4.158408,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,1
13.038314,3.245508,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
6.664229,-1.9910634,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
2.787093,1.2813677,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
13.371218,-1.3999282,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
14.154701,-0.8827473,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
6.1406736,2.8578389,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,0,0,0,0
5.62209,6.318255,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
10.494891,-1.5565455,14,14,15,14,7,6,8,8,8,8,7,8,1,1,1,0,1,1,1
10.087295,-1.8444518,14,14,15,14,7,6,8,8,8,8,7,5,5,5,5,1,1,1,1
8.082004,-0.16858199,14,14,15,14,7,6,8,8,8,0,7,0,0,0,0,0,0,0,0
5.3703933,6.904292,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
10.342266,-1.5337331,6,7,8,8,7,6,8,8,8,8,7,2,5,5,5,3,3,0,0
5.3787313,3.0280075,10,10,12,12,12,11,11,11,11,10,9,5,5,5,5,3,3,0,0
10.27303,-1.6599575,14,14,15,14,0,0,0,0,0,7,6,8,0,0,0,0,0,0,0
11.674147,5.8283687,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
10.384511,-1.6643248,14,14,15,14,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.230273,3.589702,14,14,15,14,7,6,8,8,8,8,7,8,1,1,1,1,1,1,1
9.89713,-1.2923254,14,14,15,14,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
11.738928,5.880817,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
10.505769,-1.481869,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
10.114977,-2.0523415,14,14,15,14,9,8,7,7,7,7,6,8,0,0,0,0,0,0,0
10.504616,-1.4992319,14,14,15,14,7,6,8,8,8,8,7,8,7,5,5,0,0,1,1
10.032809,-2.2539146,14,14,15,14,0,0,0,0,0,0,3,3,3,2,0,0,2,2,0
10.336241,-1.6304072,14,14,15,14,9,8,7,7,7,7,6,8,0,0,0,0,0,1,1
10.42895,-1.770287,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.395866,-1.619911,14,14,15,14,9,8,7,7,7,7,6,8,0,0,0,0,0,1,1
9.830466,-2.6101625,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.426536,-1.6897907,14,14,15,14,7,6,8,8,8,8,7,5,5,5,5,1,1,1,1
9.340133,-2.074476,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.119521,-1.825775,14,14,15,14,7,6,8,8,8,8,7,5,5,5,5,0,1,1,1
10.333876,-1.7851965,14,14,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.0115,3.0913892,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
4.908255,2.2926655,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.003568,2.7070434,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.1512775,7.283021,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.312214,2.755963,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
4.9883895,2.7765653,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
6.036409,3.1131902,10,10,12,12,12,11,11,11,11,6,5,6,6,6,0,0,0,0,0
10.790783,2.784589,18,7,8,8,7,6,8,8,8,8,7,5,5,5,5,2,2,0,0
10.811299,2.6872625,18,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
14.811079,3.2251003,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.480303,3.16213,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.784184,3.4022264,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.303656,5.3507233,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.106564,6.738807,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
13.536269,2.8752322,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
5.600163,3.1454303,10,10,12,12,12,11,11,11,11,4,3,3,3,2,2,2,2,2,0
4.1562576,7.225663,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
12.89914,6.0101166,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
13.081692,5.4013453,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,0,0
14.99026,4.769682,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
6.023179,5.9037266,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
12.603155,3.450478,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
13.827573,4.832763,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
13.114298,4.353767,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.859816,4.272501,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.904411,6.008534,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
5.658725,3.0363379,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
14.905521,3.3659525,19,18,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.753886,4.880056,7,6,6,6,6,7,6,5,6,5,1,1,1,1,1,1,1,1,1
12.66643,6.0140457,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.5573225,6.160357,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.894379,5.0688114,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.916676,4.988636,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.890747,4.912653,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.902756,4.928948,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.844659,4.8674397,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
14.910455,4.9597077,15,16,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,1,1
12.571839,4.2863235,15,16,3,3,3,4,7,7,7,7,6,8,1,1,1,1,1,1,1
12.87718,6.3127375,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
14.112518,5.279896,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
13.057697,6.6987767,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
13.447393,6.103811,15,16,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
13.421646,6.1046133,15,16,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.841085,6.411123,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
14.383032,3.5969143,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.673845,4.610837,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.77943,3.929342,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.707546,1.9212984,15,16,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
14.491287,3.781687,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.560959,3.6534836,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
11.75176,6.129613,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.427144,6.2102346,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
14.904071,4.9559975,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.148751,5.829179,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.683663,6.887154,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.948712,1.9734612,7,6,6,6,6,7,6,5,6,5,0,0,0,0,0,1,1,1,1
13.466842,4.915992,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
13.40991,6.0811396,15,16,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
6.0148787,5.906862,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,1,1
6.021801,5.919117,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.9789314,5.895734,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.8872576,5.866777,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.9807067,5.9119363,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
12.459987,5.5090027,15,16,8,8,7,6,8,8,8,8,7,1,5,5,5,1,1,1,1
11.83033,-1.174122,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
12.99195,3.4254808,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
12.829186,2.0213797,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
12.92789,3.4118931,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
9.453289,5.4739084,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
13.4703665,1.94185,17,17,17,16,15,14,2,1,1,1,1,1,1,1,1,1,1,1,1
10.378733,1.3825449,7,6,6,6,6,7,6,5,6,5,7,8,0,0,0,0,0,0,0
14.584174,2.3195512,15,16,17,16,15,14,6,1,1,1,1,1,1,1,1,1,1,1,1
4.912651,-3.946566,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
15.179709,-1.5749434,2,2,2,1,1,1,1,2,3,3,4,4,4,4,4,4,0,0,0
9.067901,4.8466783,6,7,8,8,7,6,8,8,8,8,7,8,3,5,5,2,2,2,0
4.5809665,5.7916083,18,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
12.778283,3.479397,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
10.329388,2.5251093,18,6,6,6,6,7,6,5,6,5,2,2,2,3,3,3,0,0,0
11.901649,6.2646213,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
10.524143,2.6931124,18,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
8.198508,-1.8055753,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
6.065719,-2.2247653,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,0,0
5.746637,-2.3816144,3,3,5,4,5,5,5,6,5,6,5,6,6,6,5,0,0,0,0
8.321809,4.2423363,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.716352,-2.4328175,3,3,5,4,5,5,5,6,5,6,5,6,6,6,3,3,3,0,0
4.956348,0.7186169,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
4.2405057,4.923064,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.0063086,6.0057774,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
4.50359,7.826405,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.567727,6.347821,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.6148815,7.5591254,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.4478836,7.288621,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.165355,6.060855,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.403068,6.7848735,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.8852553,6.382663,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.2499413,6.572286,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.600874,6.362438,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.2233806,7.04553,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.3146014,6.403147,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.034304,5.990649,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.036013,6.030116,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.100052,6.0121646,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,2,0
5.351639,6.600659,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
4.5380907,8.163438,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.1918774,6.6114836,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.248869,6.636517,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.1596174,5.707975,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.4416614,6.9688396,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.3558855,7.185188,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.857732,6.0542727,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
4.4382496,7.211155,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.393333,7.2163663,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.1234674,7.095499,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.7930393,6.555356,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.0258,6.942056,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
14.469083,-1.1100763,12,12,14,1,1,1,1,2,3,3,4,4,4,4,4,4,1,0,0
8.15269,6.286383,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
8.163421,6.13532,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,2,2,0
8.742139,6.88495,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,2,2,0,0
11.250623,2.5656211,7,6,6,6,6,7,6,5,6,5,2,2,2,3,3,3,3,0,0
9.241158,5.7334313,4,4,7,7,8,9,9,9,9,10,9,5,5,5,5,0,0,0,0
9.70153,4.8684835,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,1,1,1,1
8.566671,5.509375,6,7,8,8,7,6,8,8,8,8,7,5,5,5,5,0,0,0,0
4.5539484,8.117508,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.2311773,6.4965634,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.089299,7.2002616,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.992402,6.0604305,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.053665,6.0374274,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
4.1887035,6.588413,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.5968633,8.214069,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.7584057,6.0106444,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.6044726,7.6686234,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
5.3894997,6.950161,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
4.6032104,8.18471,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
7.2542686,0.99527127,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
6.1444316,-1.9750662,3,3,5,4,5,5,5,6,5,6,5,6,6,6,5,0,0,0,0
5.043294,6.0059595,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
10.909523,3.4061742,7,6,6,6,6,7,6,5,6,5,1,1,1,1,1,1,1,1,1
6.143974,3.0001378,10,10,12,12,12,11,11,11,11,4,3,3,3,2,2,2,2,2,0
10.725421,4.220322,5,5,4,5,4,2,2,3,1,4,3,1,3,2,2,1,1,1,1
6.327891,3.0539787,5,5,4,5,4,11,11,11,11,0,0,0,0,2,2,2,2,2,0
8.418504,3.8845043,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
6.2455416,2.9160128,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
12.830069,3.6437833,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
5.9145193,2.4852424,10,10,12,12,12,11,11,11,11,6,5,6,6,6,0,2,2,2,0
11.299994,1.7326044,18,11,9,9,9,8,7,7,7,7,6,8,6,6,0,0,0,0,0
9.489609,1.8449413,9,8,10,10,11,12,12,5,6,5,2,2,2,3,3,3,3,0,0
11.434441,3.5338051,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
12.434409,3.4706445,11,11,9,9,9,8,7,7,7,7,6,8,0,1,1,1,1,1,1
5.767034,3.0859935,10,10,12,12,12,11,11,11,11,1,3,3,3,1,1,1,1,1,1
12.457396,2.8126364,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
7.7385435,0.9447272,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,0,0
12.619561,3.468617,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
8.43959,3.22246,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
12.6024,3.1169083,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
5.989046,6.5772176,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,1
15.097423,4.179639,7,6,3,3,3,4,3,3,4,5,3,3,3,2,2,2,2,2,0
4.1863213,4.1676836,18,10,12,12,12,11,11,11,11,8,7,0,0,0,0,0,0,0,0
14.432908,4.1116977,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
9.565406,0.91034764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
4.0207334,6.3539734,18,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,1,1
12.414927,3.8091462,11,11,9,9,9,8,7,7,7,7,6,8,1,1,1,1,1,1,1
5.0308094,6.7779613,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
12.182992,3.8336077,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
9.121936,10.717844,7,6,6,6,6,7,6,5,6,5,5,6,6,6,3,3,3,0,0
5.1829762,7.12292,1,1,1,2,2,3,4,4,2,2,2,2,2,3,3,3,3,0,0
12.203888,4.2026296,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
11.543338,3.9854696,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
15.240269,3.749745,19,18,3,3,3,4,2,1,1,1,1,1,3,2,2,2,2,2,0
4.6330953,2.0265455,10,10,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0
5.9680266,-1.910989,3,3,5,4,5,5,5,6,5,6,5,6,6,6,0,0,0,1,1
10.343444,3.866262,15,16,4,5,4,11,11,11,11,4,3,3,3,2,2,2,2,2,1
12.407068,6.202803,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
12.447845,6.216011,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1
10.971101,4.3162274,15,16,4,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1
7.647365,1.3173043,8,9,11,11,10,10,10,10,10,9,8,7,7,0,0,0,0,2,0
10.0774,4.896919,6,7,8,8,7,6,8,8,8,8,7,1,1,1,1,1,1,1,1
4.007221,6.105735,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,1,1
14.454141,3.948373,19,18,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
6.0852594,2.9885044,5,5,4,5,4,11,11,11,11,4,3,3,3,2,2,2,2,2,0
4.0078826,5.9170732,9,8,10,10,11,12,12,12,2,2,2,2,2,3,3,3,3,0,0
5.913639,-1.8507655,3,3,5,4,5,5,5,6,5,6,5,6,6,6,1,1,1,1,1
13.624423,4.530753,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
5.93018,-1.866272,7,6,6,6,6,7,6,5,6,5,5,6,6,6,1,1,1,1,1
11.655154,2.76501,16,15,16,15,14,2,3,3,4,4,3,3,3,2,2,2,2,2,0
9.070043,3.919337,5,5,4,5,4,2,3,3,4,4,3,3,3,2,2,2,2,2,0
13.023125,3.981133,15,16,3,3,3,4,7,7,7,7,6,8,1,1,1,1,1,1,1
13.147517,4.073295,15,16,3,3,3,4,7,7,7,7,6,8,1,1,1,1,1,1,1
12.76148,4.060866,15,16,3,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1
7.727121,1.9233285,16,15,16,15,14,10,10,10,10,9,8,7,7,2,2,2,2,2,0
